,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
181,0,-1,27,-3,0,TRUE,14-Apr,the TEAM WAS TRAINED by their COACH,HOW WAS TO SUPPOSED TO HAVE,0,1,0,0,,1,4,0.25
182,0,-1,38,0,3,FALSE,19-Apr,the CABIN WAS MADE of LOGS,THE CABIN WAS MADE OF LOGS,1,1,1,1,,4,4,1
183,0,1,156,-6,1,TRUE,1-Mar,KILL the BUGS with this SPRAY,WHATS THE MATTER,0,0,0,,,0,3,0
184,180,1,176,-6,1,FALSE,1-May,"it IS GETTING DARK, so LIGHT the LAMP",IF YOU ARE GOING TO BE RUDE,0,0,0,0,0,0,5,0
185,0,-1,84,-3,1,FALSE,22-Mar,please WIPE your FEET on the MAT,MAYBE IF I WERENT SO,0,0,0,,,0,3,0
186,-90,-1,179,-6,1,FALSE,2-Aug,i CUT my FINGER with a KNIFE,NOW,0,0,0,,,0,3,0
187,180,1,42,0,2,FALSE,17-Feb,the SHIPs CAPTAIN SUMMONED his CREW,THE SHIPS CAPTIAN SUMMONED ITS CREW,1,1,1,1,,4,4,1
188,-90,-1,2,0,2,FALSE,10-Jul,"to OPEN the JAR, TWIST the LID",TO OPEN THE JAR TWIST THE LID,1,1,1,1,,4,4,1
189,180,1,123,-3,1,FALSE,17-May,LET us INVITE the WHOLE GANG,IN THE MIDDLE OF THE NIGHT THE MOTHER,0,0,0,0,,0,4,0
190,90,1,181,-3,0,FALSE,8-Jul,the CROOK ENTERED a GUILTY PLEA,I DONT KNOW WHAT TO DO,0,0,0,0,,0,4,0
191,0,1,40,0,2,TRUE,2-Jul,the COP WORE a BULLET-PROOF VEST,THE COP WORE A BULLET PROOF,1,1,1,0,,3,4,0.75
