,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
182,0,1,100,-3,2,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,FILLED HIS ASK HIM,0,0,1,0,,1,4,0.25
183,0,-1,87,0,0,TRUE,5-Mar,that ACCIDENT GAVE me a SCARE,THAT ACCIDENT GAVE ME A SCARE,1,1,1,,,3,3,1
184,-180,-1,121,-6,0,FALSE,13-May,the JUDGE IS SITTING on the BENCH,BEIGE,0,0,0,0,,0,4,0
185,-90,-1,99,-6,3,FALSE,21-Jan,MARY WORE her HAIR in BRAIDS,MARY WORE HAD A BRACE,1,1,0,0,,2,4,0.5
186,0,-1,86,0,1,FALSE,6-Apr,the DETECTIVES SEARCHED for a CLUE,THE DETECTIVES SEARCHED FOR A CLUE ,1,1,1,,,3,3,1
187,180,1,59,-3,1,FALSE,11-May,EVE WAS MADE from ADAMs RIB,EVE WAS MADE FROM ADAMS RIB,1,1,1,1,1,5,5,1
188,0,1,137,-6,0,FALSE,3-May,the MOUSE WAS CAUGHT in the TRAP,THE MOUSE WAS CAUGHT IN THE TRAP,1,1,1,1,,4,4,1
189,0,-1,38,-3,0,TRUE,9-Jul,a BEAR HAS a THICK COAT of FUR,,0,0,0,0,0,0,5,0
190,0,-1,182,-6,3,TRUE,24-Aug,CUT the MEAT into SMALL CHUNKS,,0,0,0,0,,0,4,0
191,-90,-1,177,-3,2,FALSE,23-Jun,on the BEACH we PLAY in the SAND,MORRIS PETTED HIS CAT,0,0,0,,,0,3,0
