,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
182,-90,-1,102,-6,3,FALSE,8-May,the CHICKS FOLLOWED the MOTHER HEN,SHE FOLLOWED THE MOTHER HEN,0,1,1,1,,3,4,0.75
183,0,1,90,-6,1,FALSE,11-Aug,the SHEPHERD WATCHED his FLOCK of SHEEP,THE SHEPHERD WATCHED HIS FLOCK OF SHEEP,1,1,1,1,,4,4,1
184,0,-1,39,-3,2,TRUE,24-Mar,he HIT me with a CLENCHED FIST,HE,0,0,0,,,0,3,0
185,90,1,164,0,0,FALSE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,THE FIREMAN HEARD A FREIGHTENED SCREAM,1,1,1,1,,4,4,1
186,0,-1,122,-3,3,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,,0,0,0,0,0,0,5,0
187,0,-1,72,0,1,FALSE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,THEY DRANK A WHOLE BOTTLE OF GIN,1,1,1,1,,4,4,1
188,0,-1,14,0,2,TRUE,7-Jan,HOLD the BABY on your LAP,HOLD THE WEIGHTS ON YOUR LAP,1,0,1,,,2,3,0.666666667
189,-180,-1,199,0,3,FALSE,6-May,he WIPED the SINK with a SPONGE,HE WIPED THE SINK WITH A SPONGE,1,1,1,,,3,3,1
190,0,1,178,-6,3,TRUE,19-Apr,the CABIN WAS MADE of LOGS,,0,0,0,0,,0,4,0
191,180,1,148,-6,2,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,,0,0,0,0,,0,4,0
